Date,Hour,Value
20180814,1800,14
20180814,1900,28
20180814,2000,51
20180814,2100,17
20180814,2200,54
20180814,2300,36
20180815,0,67
20180815,100,40
20180815,200,53
20180815,300,78
20180815,400,74
20180815,500,32
20180815,600,7
20180815,700,52
20180815,800,38
20180815,900,80
20180815,1000,78
20180815,1100,89
20180815,1200,41
20180815,1300,56
20180815,1400,99
20180815,1500,19
20180815,1600,83
20180815,1700,42
20180815,1800,98
20180815,1900,29
20180815,2000,91
20180815,2100,23
20180815,2200,5
20180815,2300,80
20180816,0,89
20180816,100,84
20180816,200,65
20180816,300,44
20180816,400,8
20180816,500,9
20180816,600,1
20180816,700,95
20180816,800,50
20180816,900,32
20180816,1000,12
20180816,1100,28
20180816,1200,61
20180816,1300,12
20180816,1400,72
20180816,1500,90
20180816,1600,16
20180816,1700,94
20180816,1800,53
20180816,1900,28
20180816,2000,60
20180816,2100,49
20180816,2200,27
20180816,2300,0
20180817,0,8
20180817,100,26
20180817,200,82
20180817,300,0
20180817,400,66
20180817,500,0
20180817,600,44
20180817,700,23
20180817,800,73
20180817,900,36
20180817,1000,77
20180817,1100,76
20180817,1200,85
20180817,1300,3
20180817,1400,59
20180817,1500,55
20180817,1600,45
20180817,1700,3
20180817,1800,97
20180817,1900,15
20180817,2000,92
20180817,2100,60
20180817,2200,3
20180817,2300,29
20180818,0,41
20180818,100,91
20180818,200,26
20180818,300,64
20180818,400,76
20180818,500,88
20180818,600,15
20180818,700,51
20180818,800,37
20180818,900,93
20180818,1000,79
20180818,1100,19
20180818,1200,32
20180818,1300,70
20180818,1400,3
20180818,1500,0
20180818,1600,27
20180818,1700,88
20180818,1800,0
20180818,1900,94
20180818,2000,10
20180818,2100,75
20180818,2200,78
20180818,2300,39
20180819,0,25
20180819,100,55
20180819,200,72
20180819,300,62
20180819,400,68
20180819,500,69
20180819,600,12
20180819,700,48
20180819,800,92
20180819,900,64
20180819,1000,60
20180819,1100,8
20180819,1200,0
20180819,1300,65
20180819,1400,54
20180819,1500,39
20180819,1600,49
20180819,1700,53
20180819,1800,9
20180819,1900,15
20180819,2000,12
20180819,2100,94
20180819,2200,34
20180819,2300,19
20180820,0,87
20180820,100,62
20180820,200,24
20180820,300,51
20180820,400,39
20180820,500,41
20180820,600,50
20180820,700,28
20180820,800,37
20180820,900,36
20180820,1000,36
20180820,1100,59
20180820,1200,50
20180820,1300,38
20180820,1400,24
20180820,1500,20
20180820,1600,38
20180820,1700,10
20180820,1800,71
20180820,1900,86
20180820,2000,46
20180820,2100,78
20180820,2200,14
20180820,2300,54
20180821,0,59
20180821,100,96
20180821,200,70
20180821,300,48
20180821,400,89
20180821,500,6
20180821,600,9
20180821,700,66
20180821,800,69
20180821,900,80
20180821,1000,48
20180821,1100,81
20180821,1200,42
20180821,1300,91
20180821,1400,25
20180821,1500,59
20180821,1600,56
20180821,1700,35
20180821,1800,70
20180821,1900,62
20180821,2000,61
20180821,2100,62
20180821,2200,87
20180821,2300,64
20180822,0,39
20180822,100,16
20180822,200,68
20180822,300,78
20180822,400,9
20180822,500,74
20180822,600,44
20180822,700,48
20180822,800,64
20180822,900,27
20180822,1000,61
20180822,1100,44
20180822,1200,96
20180822,1300,16
20180822,1400,59
20180822,1500,41
20180822,1600,36
20180822,1700,59
20180822,1800,61
20180822,1900,61
20180822,2000,67
20180822,2100,54
20180822,2200,47
20180822,2300,80
20180823,0,53
20180823,100,31
20180823,200,22
20180823,300,99
20180823,400,0
20180823,500,20
20180823,600,17
20180823,700,10
20180823,800,5
20180823,900,98
20180823,1000,25
20180823,1100,57
20180823,1200,58
20180823,1300,4
20180823,1400,2
20180823,1500,20
20180823,1600,9
20180823,1700,16
20180823,1800,9
20180823,1900,3
20180823,2000,49
20180823,2100,55
20180823,2200,25
20180823,2300,39
20180824,0,50
20180824,100,84
20180824,200,89
20180824,300,36
20180824,400,13
20180824,500,14
20180824,600,95
20180824,700,87
20180824,800,17
20180824,900,19
20180824,1000,51
20180824,1100,87
20180824,1200,71
20180824,1300,82
20180824,1400,27
20180824,1500,99
20180824,1600,7
20180824,1700,39
20180824,1800,6
20180824,1900,88
20180824,2000,33
20180824,2100,20
20180824,2200,92
20180824,2300,96
20180825,0,92
20180825,100,69
20180825,200,6
20180825,300,41
20180825,400,48
20180825,500,14
20180825,600,75
20180825,700,27
20180825,800,1
20180825,900,98
20180825,1000,21
20180825,1100,16
20180825,1200,11
20180825,1300,58
20180825,1400,80
20180825,1500,19
20180825,1600,39
20180825,1700,10
20180825,1800,1
20180825,1900,27
20180825,2000,60
20180825,2100,71
20180825,2200,90
20180825,2300,8
20180826,0,40
20180826,100,31
20180826,200,24
20180826,300,67
20180826,400,33
20180826,500,85
20180826,600,4
20180826,700,46
20180826,800,30
20180826,900,6
20180826,1000,77
20180826,1100,78
20180826,1200,33
20180826,1300,77
20180826,1400,49
20180826,1500,80
20180826,1600,44
20180826,1700,85
20180826,1800,17
20180826,1900,72
20180826,2000,49
20180826,2100,66
20180826,2200,95
20180826,2300,40
20180827,0,96
20180827,100,48
20180827,200,32
20180827,300,33
20180827,400,94
20180827,500,26
20180827,600,87
20180827,700,34
20180827,800,6
20180827,900,73
20180827,1000,60
20180827,1100,84
20180827,1200,12
20180827,1300,24
20180827,1400,42
20180827,1500,3
20180827,1600,64
20180827,1700,2
20180827,1800,9
20180827,1900,68
20180827,2000,74
20180827,2100,59
20180827,2200,53
20180827,2300,5
20180828,0,35
20180828,100,30
20180828,200,93
20180828,300,97
20180828,400,61
20180828,500,10
20180828,600,37
20180828,700,24
20180828,800,23
20180828,900,12
20180828,1000,88
20180828,1100,32
20180828,1200,92
20180828,1300,82
20180828,1400,41
20180828,1500,83
20180828,1600,93
20180828,1700,74
20180828,1800,7
20180828,1900,46
20180828,2000,90
20180828,2100,63
20180828,2200,27
20180828,2300,86
20180829,0,10
20180829,100,35
20180829,200,62
20180829,300,23
20180829,400,46
20180829,500,80
20180829,600,94
20180829,700,23
20180829,800,26
20180829,900,87
20180829,1000,35
20180829,1100,52
20180829,1200,13
20180829,1300,96
20180829,1400,79
20180829,1500,55
20180829,1600,86
20180829,1700,51
20180829,1800,21
20180829,1900,96
20180829,2000,15
20180829,2100,19
20180829,2200,78
20180829,2300,19
20180830,0,42
20180830,100,94
20180830,200,12
20180830,300,56
20180830,400,35
20180830,500,29
20180830,600,44
20180830,700,44
20180830,800,17
20180830,900,37
20180830,1000,75
20180830,1100,30
20180830,1200,18
20180830,1300,14
20180830,1400,14
20180830,1500,22
20180830,1600,92
20180830,1700,77
20180830,1800,83
20180830,1900,58
20180830,2000,0
20180830,2100,76
20180830,2200,98
20180830,2300,69
20180831,0,37
20180831,100,10
20180831,200,99
20180831,300,54
20180831,400,31
20180831,500,19
20180831,600,64
20180831,700,21
20180831,800,33
20180831,900,22
20180831,1000,37
20180831,1100,92
20180831,1200,44
20180831,1300,36
20180831,1400,42
20180831,1500,2
20180831,1600,42
20180831,1700,85
20180831,1800,22
20180831,1900,87
20180831,2000,35
20180831,2100,12
20180831,2200,49
20180831,2300,17
20180901,0,60
20180901,100,43
20180901,200,26
20180901,300,5
20180901,400,66
20180901,500,82
20180901,600,46
20180901,700,76
20180901,800,35
20180901,900,39
20180901,1000,82
20180901,1100,67
20180901,1200,86
20180901,1300,24
20180901,1400,64
20180901,1500,41
20180901,1600,57
20180901,1700,83
20180901,1800,92
20180901,1900,30
20180901,2000,38
20180901,2100,80
20180901,2200,49
20180901,2300,80
20180902,0,36
20180902,100,19
20180902,200,16
20180902,300,57
20180902,400,21
20180902,500,92
20180902,600,7
20180902,700,87
20180902,800,98
20180902,900,30
20180902,1000,23
20180902,1100,73
20180902,1200,79
20180902,1300,52
20180902,1400,41
20180902,1500,24
20180902,1600,49
20180902,1700,31
20180902,1800,92
20180902,1900,4
20180902,2000,44
20180902,2100,50
20180902,2200,38
20180902,2300,99
20180903,0,52
20180903,100,59
20180903,200,85
20180903,300,97
20180903,400,76
20180903,500,82
20180903,600,23
20180903,700,63
20180903,800,72
20180903,900,55
20180903,1000,76
20180903,1100,45
20180903,1200,10
20180903,1300,79
20180903,1400,34
20180903,1500,43
20180903,1600,66
20180903,1700,38
20180903,1800,32
20180903,1900,57
20180903,2000,99
20180903,2100,8
20180903,2200,70
20180903,2300,56
20180904,0,75
20180904,100,64
20180904,200,33
20180904,300,4
20180904,400,87
20180904,500,46
20180904,600,11
20180904,700,66
20180904,800,59
20180904,900,30
20180904,1000,89
20180904,1100,3
20180904,1200,10
20180904,1300,98
20180904,1400,45
20180904,1500,27
20180904,1600,79
20180904,1700,60
20180904,1800,48
20180904,1900,41
20180904,2000,43
20180904,2100,52
20180904,2200,66
20180904,2300,81
20180905,0,7
20180905,100,78
20180905,200,15
20180905,300,98
20180905,400,58
20180905,500,5
20180905,600,97
20180905,700,26
20180905,800,42
20180905,900,39
20180905,1000,70
20180905,1100,74
20180905,1200,56
20180905,1300,90
20180905,1400,32
20180905,1500,16
20180905,1600,38
20180905,1700,43
20180905,1800,23
20180905,1900,85
20180905,2000,34
20180905,2100,43
20180905,2200,1
20180905,2300,7
20180906,0,57
20180906,100,74
20180906,200,25
20180906,300,61
20180906,400,46
20180906,500,73
20180906,600,82
20180906,700,90
20180906,800,30
20180906,900,3
20180906,1000,92
20180906,1100,74
20180906,1200,5
20180906,1300,16
20180906,1400,14
20180906,1500,48
20180906,1600,59
20180906,1700,67
20180906,1800,59
20180906,1900,67
20180906,2000,85
20180906,2100,99
20180906,2200,61
20180906,2300,20
20180907,0,58
20180907,100,78
20180907,200,26
20180907,300,82
20180907,400,73
20180907,500,21
20180907,600,30
20180907,700,22
20180907,800,66
20180907,900,57
20180907,1000,93
20180907,1100,0
20180907,1200,87
20180907,1300,65
20180907,1400,77
20180907,1500,91
20180907,1600,14
20180907,1700,87
20180907,1800,78
20180907,1900,50
20180907,2000,88
20180907,2100,93
20180907,2200,28
20180907,2300,64
20180908,0,41
20180908,100,34
20180908,200,31
20180908,300,87
20180908,400,69
20180908,500,13
20180908,600,55
20180908,700,72
20180908,800,87
20180908,900,59
20180908,1000,92
20180908,1100,75
20180908,1200,41
20180908,1300,33
20180908,1400,13
20180908,1500,25
20180908,1600,6
20180908,1700,89
20180908,1800,5
20180908,1900,17
20180908,2000,64
20180908,2100,39
20180908,2200,68
20180908,2300,76
20180909,0,32
20180909,100,9
20180909,200,8
20180909,300,88
20180909,400,46
20180909,500,46
20180909,600,83
20180909,700,83
20180909,800,85
20180909,900,89
20180909,1000,67
20180909,1100,72
20180909,1200,37
20180909,1300,45
20180909,1400,27
20180909,1500,84
20180909,1600,76
20180909,1700,75
20180909,1800,5
20180909,1900,18
20180909,2000,76
20180909,2100,27
20180909,2200,95
20180909,2300,29
20180910,0,67
20180910,100,22
20180910,200,26
20180910,300,73
20180910,400,72
20180910,500,90
20180910,600,5
20180910,700,62
20180910,800,59
20180910,900,6
20180910,1000,77
20180910,1100,74
20180910,1200,61
20180910,1300,64
20180910,1400,39
20180910,1500,35
20180910,1600,86
20180910,1700,31
20180910,1800,0
20180910,1900,98
20180910,2000,50
20180910,2100,50
20180910,2200,35
20180910,2300,43
20180911,0,58
20180911,100,14
20180911,200,40
20180911,300,93
20180911,400,82
20180911,500,80
20180911,600,7
20180911,700,47
20180911,800,4
20180911,900,92
20180911,1000,24
20180911,1100,50
20180911,1200,97
20180911,1300,60
20180911,1400,13
20180911,1500,46
20180911,1600,66
20180911,1700,22
20180911,1800,76
20180911,1900,12
20180911,2000,98
20180911,2100,40
20180911,2200,26
20180911,2300,43
20180912,0,3
20180912,100,25
20180912,200,85
20180912,300,91
20180912,400,41
20180912,500,50
20180912,600,78
20180912,700,78
20180912,800,10
20180912,900,42
20180912,1000,86
20180912,1100,3
20180912,1200,65
20180912,1300,70
20180912,1400,22
20180912,1500,31
20180912,1600,13
20180912,1700,97
20180912,1800,19
20180912,1900,21
20180912,2000,76
20180912,2100,92
20180912,2200,49
20180912,2300,73
20180913,0,78
20180913,100,92
20180913,200,89
20180913,300,43
20180913,400,60
20180913,500,1
20180913,600,61
20180913,700,97
20180913,800,26
20180913,900,39
20180913,1000,94
20180913,1100,44
20180913,1200,80
20180913,1300,92
20180913,1400,1
20180913,1500,17
20180913,1600,52
20180913,1700,76
20180913,1800,6
20180913,1900,95
20180913,2000,31
20180913,2100,37
20180913,2200,87
20180913,2300,11
20180914,0,90
20180914,100,52
20180914,200,18
20180914,300,82
20180914,400,53
20180914,500,86
20180914,600,62
20180914,700,69
20180914,800,82
20180914,900,82
20180914,1000,65
20180914,1100,84
20180914,1200,27
20180914,1300,57
20180914,1400,68
20180914,1500,95
20180914,1600,45
20180914,1700,33
20180914,1800,19
20180914,1900,63
20180914,2000,74
20180914,2100,0
20180914,2200,33
20180914,2300,22
20180915,0,14
20180915,100,71
20180915,200,16
20180915,300,70
20180915,400,53
20180915,500,21
20180915,600,21
20180915,700,35
20180915,800,3
20180915,900,78
20180915,1000,5
20180915,1100,76
20180915,1200,58
20180915,1300,77
20180915,1400,24
20180915,1500,18
20180915,1600,85
20180915,1700,77
20180915,1800,10
20180915,1900,72
20180915,2000,68
20180915,2100,99
20180915,2200,77
20180915,2300,86
20180916,0,11
20180916,100,99
20180916,200,72
20180916,300,36
20180916,400,59
20180916,500,58
20180916,600,22
20180916,700,28
20180916,800,33
20180916,900,98
20180916,1000,95
20180916,1100,63
20180916,1200,44
20180916,1300,75
20180916,1400,85
20180916,1500,63
20180916,1600,98
20180916,1700,40
20180916,1800,93
20180916,1900,59
20180916,2000,45
20180916,2100,41
20180916,2200,86
20180916,2300,31
20180917,0,51
20180917,100,26
20180917,200,7
20180917,300,88
20180917,400,77
20180917,500,27
20180917,600,71
20180917,700,90
20180917,800,34
20180917,900,29
20180917,1000,49
20180917,1100,53
20180917,1200,76
20180917,1300,65
20180917,1400,3
20180917,1500,65
20180917,1600,85
20180917,1700,95
20180917,1800,44
20180917,1900,12
20180917,2000,60
20180917,2100,35
20180917,2200,11
20180917,2300,30
20180918,0,5
20180918,100,8
20180918,200,35
20180918,300,12
20180918,400,49
20180918,500,57
20180918,600,53
20180918,700,23
20180918,800,18
20180918,900,8
20180918,1000,68
20180918,1100,56
20180918,1200,18
20180918,1300,68
20180918,1400,18
20180918,1500,25
20180918,1600,96
20180918,1700,89
20180918,1800,51
20180918,1900,41
20180918,2000,87
20180918,2100,63
20180918,2200,87
20180918,2300,39
20180919,0,8
20180919,100,17
20180919,200,20
20180919,300,40
20180919,400,77
20180919,500,31
20180919,600,10
20180919,700,98
20180919,800,51
20180919,900,50
20180919,1000,83
20180919,1100,54
20180919,1200,33
20180919,1300,63
20180919,1400,71
20180919,1500,42
20180919,1600,65
20180919,1700,85
20180919,1800,64
20180919,1900,10
20180919,2000,59
20180919,2100,91
20180919,2200,49
20180919,2300,81
20180920,0,93
20180920,100,90
20180920,200,23
20180920,300,21
20180920,400,46
20180920,500,61
20180920,600,87
20180920,700,24
20180920,800,58
20180920,900,27
20180920,1000,65
20180920,1100,76
20180920,1200,54
20180920,1300,13
20180920,1400,59
20180920,1500,45
20180920,1600,73
20180920,1700,96
20180920,1800,10
20180920,1900,66
20180920,2000,70
20180920,2100,98
20180920,2200,63
20180920,2300,56
20180921,0,74
20180921,100,77
20180921,200,44
20180921,300,26
20180921,400,47
20180921,500,82
20180921,600,1
20180921,700,8
20180921,800,82
20180921,900,24
20180921,1000,63
20180921,1100,31
20180921,1200,30
20180921,1300,2
20180921,1400,50
20180921,1500,20
20180921,1600,83
20180921,1700,46
20180921,1800,7
20180921,1900,19
20180921,2000,66
20180921,2100,79
20180921,2200,41
20180921,2300,82
20180922,0,53
20180922,100,3
20180922,200,88
20180922,300,68
20180922,400,56
20180922,500,80
20180922,600,52
20180922,700,85
20180922,800,84
20180922,900,90
20180922,1000,6
20180922,1100,0
20180922,1200,64
20180922,1300,91
20180922,1400,36
20180922,1500,90
20180922,1600,44
20180922,1700,17
20180922,1800,82
20180922,1900,17
20180922,2000,61
20180922,2100,68
20180922,2200,3
20180922,2300,21
20180923,0,44
20180923,100,22
20180923,200,97
20180923,300,0
20180923,400,82
20180923,500,54
20180923,600,61
20180923,700,28
20180923,800,66
20180923,900,93
20180923,1000,16
20180923,1100,76
20180923,1200,63
20180923,1300,2
20180923,1400,48
20180923,1500,97
20180923,1600,49
20180923,1700,55
20180923,1800,30
20180923,1900,15
20180923,2000,87
20180923,2100,76
20180923,2200,16
20180923,2300,45
20180924,0,2
20180924,100,82
20180924,200,5
20180924,300,8
20180924,400,73
20180924,500,99
20180924,600,44
20180924,700,0
20180924,800,36
20180924,900,26
20180924,1000,99
20180924,1100,64
20180924,1200,41
20180924,1300,62
20180924,1400,28
20180924,1500,38
20180924,1600,18
20180924,1700,77
20180924,1800,25
20180924,1900,99
20180924,2000,12
20180924,2100,41
20180924,2200,28
20180924,2300,88
20180925,0,31
20180925,100,13
20180925,200,64
20180925,300,52
20180925,400,43
20180925,500,69
20180925,600,16
20180925,700,82
20180925,800,9
20180925,900,80
20180925,1000,60
20180925,1100,78
20180925,1200,68
20180925,1300,6
20180925,1400,60
20180925,1500,76
20180925,1600,96
20180925,1700,49
20180925,1800,80
20180925,1900,94
20180925,2000,45
20180925,2100,31
20180925,2200,85
20180925,2300,56
20180926,0,21
20180926,100,49
20180926,200,38
20180926,300,37
20180926,400,91
20180926,500,6
20180926,600,23
20180926,700,93
20180926,800,11
20180926,900,1
20180926,1000,94
20180926,1100,77
20180926,1200,12
20180926,1300,16
20180926,1400,45
20180926,1500,94
20180926,1600,21
20180926,1700,3
20180926,1800,57
20180926,1900,78
20180926,2000,58
20180926,2100,72
20180926,2200,6
20180926,2300,19
20180927,0,76
20180927,100,53
20180927,200,98
20180927,300,54
20180927,400,45
20180927,500,6
20180927,600,79
20180927,700,16
20180927,800,87
20180927,900,48
20180927,1000,0
20180927,1100,9
20180927,1200,15
20180927,1300,84
20180927,1400,37
20180927,1500,11
20180927,1600,36
20180927,1700,40
20180927,1800,59
20180927,1900,20
20180927,2000,80
20180927,2100,32
20180927,2200,73
20180927,2300,39
20180928,0,83
20180928,100,53
20180928,200,49
20180928,300,64
20180928,400,45
20180928,500,93
20180928,600,22
20180928,700,2
20180928,800,0
20180928,900,13
20180928,1000,56
20180928,1100,27
20180928,1200,26
20180928,1300,48
20180928,1400,42
20180928,1500,72
20180928,1600,67
20180928,1700,49
20180928,1800,56
20180928,1900,32
20180928,2000,49
20180928,2100,18
20180928,2200,75
20180928,2300,40
20180929,0,8
20180929,100,79
20180929,200,69
20180929,300,20
20180929,400,48
20180929,500,92
20180929,600,39
20180929,700,40
20180929,800,12
20180929,900,56
20180929,1000,21
20180929,1100,13
20180929,1200,55
20180929,1300,66
20180929,1400,19
20180929,1500,76
20180929,1600,49
20180929,1700,83
20180929,1800,64
20180929,1900,87
20180929,2000,42
20180929,2100,50
20180929,2200,0
20180929,2300,29
20180930,0,76
20180930,100,53
20180930,200,72
20180930,300,88
20180930,400,97
20180930,500,23
20180930,600,36
20180930,700,4
20180930,800,50
20180930,900,57
20180930,1000,56
20180930,1100,33
20180930,1200,39
20180930,1300,60
20180930,1400,16
20180930,1500,13
20180930,1600,32
20180930,1700,87
20180930,1800,15
20180930,1900,34
20180930,2000,11
20180930,2100,49
20180930,2200,70
20180930,2300,19
20181001,0,47
20181001,100,65
20181001,200,24
20181001,300,17
20181001,400,25
20181001,500,59
20181001,600,93
20181001,700,9
20181001,800,77
20181001,900,91
20181001,1000,26
20181001,1100,5
20181001,1200,62
20181001,1300,30
20181001,1400,15
20181001,1500,69
20181001,1600,4
20181001,1700,47
20181001,1800,49
20181001,1900,9
20181001,2000,50
20181001,2100,6
20181001,2200,30
20181001,2300,28
20181002,0,53
20181002,100,86
20181002,200,94
20181002,300,83
20181002,400,43
20181002,500,5
20181002,600,58
20181002,700,51
20181002,800,30
20181002,900,8
20181002,1000,38
20181002,1100,1
20181002,1200,67
20181002,1300,77
20181002,1400,19
20181002,1500,22
20181002,1600,18
20181002,1700,66
20181002,1800,35
20181002,1900,36
20181002,2000,86
20181002,2100,98
20181002,2200,0
20181002,2300,93
20181003,0,78
20181003,100,49
20181003,200,5
20181003,300,91
20181003,400,25
20181003,500,68
20181003,600,83
20181003,700,32
20181003,800,99
20181003,900,84
20181003,1000,92
20181003,1100,75
20181003,1200,67
20181003,1300,49
20181003,1400,85
20181003,1500,70
20181003,1600,57
20181003,1700,87
20181003,1800,53
20181003,1900,22
20181003,2000,99
20181003,2100,84
20181003,2200,34
20181003,2300,7
20181004,0,42
20181004,100,54
20181004,200,15
20181004,300,3
20181004,400,80
20181004,500,19
20181004,600,84
20181004,700,39
20181004,800,44
20181004,900,7
20181004,1000,51
20181004,1100,43
20181004,1200,29
20181004,1300,68
20181004,1400,64
20181004,1500,16
20181004,1600,22
20181004,1700,86
20181004,1800,4
20181004,1900,70
20181004,2000,76
20181004,2100,73
20181004,2200,78
20181004,2300,82
20181005,0,66
20181005,100,6
20181005,200,36
20181005,300,81
20181005,400,54
20181005,500,14
20181005,600,78
20181005,700,59
20181005,800,0
20181005,900,36
20181005,1000,21
20181005,1100,99
20181005,1200,71
20181005,1300,80
20181005,1400,45
20181005,1500,34
20181005,1600,21
20181005,1700,16
20181005,1800,51
20181005,1900,55
20181005,2000,89
20181005,2100,14
20181005,2200,39
20181005,2300,13
20181006,0,54
20181006,100,91
20181006,200,40
20181006,300,23
20181006,400,67
20181006,500,15
20181006,600,0
20181006,700,13
20181006,800,98
20181006,900,18
20181006,1000,32
20181006,1100,94
20181006,1200,29
20181006,1300,52
20181006,1400,36
20181006,1500,37
20181006,1600,31
20181006,1700,39
20181006,1800,78
20181006,1900,14
20181006,2000,41
20181006,2100,60
20181006,2200,35
20181006,2300,45
20181007,0,77
20181007,100,98
20181007,200,15
20181007,300,58
20181007,400,20
20181007,500,71
20181007,600,5
20181007,700,1
20181007,800,30
20181007,900,61
20181007,1000,86
20181007,1100,87
20181007,1200,1
20181007,1300,23
20181007,1400,77
20181007,1500,42
20181007,1600,23
20181007,1700,12
20181007,1800,82
20181007,1900,20
20181007,2000,15
20181007,2100,96
20181007,2200,68
20181007,2300,71
20181008,0,59
20181008,100,1
20181008,200,26
20181008,300,14
20181008,400,99
20181008,500,9
20181008,600,33
20181008,700,64
20181008,800,20
20181008,900,37
20181008,1000,71
20181008,1100,61
20181008,1200,81
20181008,1300,83
20181008,1400,11
20181008,1500,61
20181008,1600,32
20181008,1700,17
20181008,1800,22
20181008,1900,99
20181008,2000,67
20181008,2100,74
20181008,2200,32
20181008,2300,85
20181009,0,18
20181009,100,18
20181009,200,28
20181009,300,70
20181009,400,19
20181009,500,62
20181009,600,10
20181009,700,57
20181009,800,15
20181009,900,25
20181009,1000,60
20181009,1100,93
20181009,1200,91
20181009,1300,64
20181009,1400,78
20181009,1500,58
20181009,1600,38
20181009,1700,31
20181009,1800,91
20181009,1900,32
20181009,2000,19
20181009,2100,24
20181009,2200,37
20181009,2300,98
20181010,0,88
20181010,100,44
20181010,200,72
20181010,300,83
20181010,400,28
20181010,500,22
20181010,600,60
20181010,700,14
20181010,800,70
20181010,900,63
20181010,1000,85
20181010,1100,47
20181010,1200,32
20181010,1300,57
20181010,1400,36
20181010,1500,29
20181010,1600,95
20181010,1700,55
20181010,1800,8
20181010,1900,57
20181010,2000,50
20181010,2100,46
20181010,2200,96
20181010,2300,75
20181011,0,88
20181011,100,13
20181011,200,98
20181011,300,91
20181011,400,81
20181011,500,88
20181011,600,40
20181011,700,46
20181011,800,44
20181011,900,60
20181011,1000,63
20181011,1100,38
20181011,1200,4
20181011,1300,4
20181011,1400,18
20181011,1500,17
20181011,1600,5
20181011,1700,0
20181011,1800,84
20181011,1900,33
20181011,2000,12
20181011,2100,13
20181011,2200,81
20181011,2300,17
20181012,0,44
20181012,100,78
20181012,200,18
20181012,300,63
20181012,400,98
20181012,500,37
20181012,600,29
20181012,700,0
20181012,800,19
20181012,900,63
20181012,1000,91
20181012,1100,67
20181012,1200,7
20181012,1300,11
20181012,1400,35
20181012,1500,72
20181012,1600,88
20181012,1700,6
20181012,1800,94
20181012,1900,73
20181012,2000,2
20181012,2100,77
20181012,2200,81
20181012,2300,39
20181013,0,17
20181013,100,56
20181013,200,9
20181013,300,75
20181013,400,27
20181013,500,20
20181013,600,29
20181013,700,25
20181013,800,97
20181013,900,89
20181013,1000,78
20181013,1100,52
20181013,1200,29
20181013,1300,88
20181013,1400,8
20181013,1500,5
20181013,1600,98
20181013,1700,26
20181013,1800,66
20181013,1900,57
20181013,2000,86
20181013,2100,56
20181013,2200,67
20181013,2300,29
20181014,0,46
20181014,100,86
20181014,200,31
20181014,300,74
20181014,400,44
20181014,500,77
20181014,600,88
20181014,700,20
20181014,800,95
20181014,900,4
20181014,1000,50
20181014,1100,7
20181014,1200,39
20181014,1300,43
20181014,1400,14
20181014,1500,11
20181014,1600,20
20181014,1700,11
20181014,1800,41
20181014,1900,54
20181014,2000,98
20181014,2100,13
20181014,2200,52
20181014,2300,35
20181015,0,46
20181015,100,24
20181015,200,19
20181015,300,96
20181015,400,79
20181015,500,40
20181015,600,1
20181015,700,74
20181015,800,17
20181015,900,67
20181015,1000,26
20181015,1100,87
20181015,1200,64
20181015,1300,53
20181015,1400,47
20181015,1500,68
20181015,1600,5
20181015,1700,61
20181015,1800,83
20181015,1900,62
20181015,2000,41
20181015,2100,37
20181015,2200,7
20181015,2300,39
20181016,0,31
20181016,100,27
20181016,200,83
20181016,300,13
20181016,400,68
20181016,500,20
20181016,600,40
20181016,700,42
20181016,800,51
20181016,900,46
20181016,1000,19
20181016,1100,98
20181016,1200,34
20181016,1300,17
20181016,1400,9
20181016,1500,46
20181016,1600,25
20181016,1700,16
20181016,1800,51
20181016,1900,44
20181016,2000,16
20181016,2100,99
20181016,2200,71
20181016,2300,36
20181017,0,4
20181017,100,41
20181017,200,54
20181017,300,65
20181017,400,57
20181017,500,95
20181017,600,42
20181017,700,81
20181017,800,54
20181017,900,73
20181017,1000,25
20181017,1100,65
20181017,1200,37
20181017,1300,76
20181017,1400,1
20181017,1500,39
20181017,1600,81
20181017,1700,46
20181017,1800,83
20181017,1900,33
20181017,2000,72
20181017,2100,80
20181017,2200,14
20181017,2300,90
20181018,0,56
20181018,100,71
20181018,200,53
20181018,300,21
20181018,400,5
20181018,500,90
20181018,600,54
20181018,700,29
20181018,800,67
20181018,900,61
20181018,1000,21
20181018,1100,39
20181018,1200,9
20181018,1300,22
20181018,1400,72
20181018,1500,47
20181018,1600,22
20181018,1700,43
20181018,1800,49
20181018,1900,21
20181018,2000,24
20181018,2100,41
20181018,2200,35
20181018,2300,63
20181019,0,41
20181019,100,12
20181019,200,4
20181019,300,58
20181019,400,33
20181019,500,1
20181019,600,56
20181019,700,44
20181019,800,72
20181019,900,95
20181019,1000,0
20181019,1100,54
20181019,1200,48
20181019,1300,43
20181019,1400,34
20181019,1500,61
20181019,1600,14
20181019,1700,38
20181019,1800,39
20181019,1900,50
20181019,2000,31
20181019,2100,96
20181019,2200,55
20181019,2300,50
20181020,0,91
20181020,100,35
20181020,200,79
20181020,300,5
20181020,400,36
20181020,500,79
20181020,600,32
20181020,700,25
20181020,800,33
20181020,900,82
20181020,1000,46
20181020,1100,26
20181020,1200,41
20181020,1300,95
20181020,1400,40
20181020,1500,54
20181020,1600,84
20181020,1700,7
20181020,1800,11
20181020,1900,51
20181020,2000,83
20181020,2100,19
20181020,2200,37
20181020,2300,52
20181021,0,14
20181021,100,63
20181021,200,77
20181021,300,45
20181021,400,54
20181021,500,49
20181021,600,1
20181021,700,64
20181021,800,55
20181021,900,80
20181021,1000,66
20181021,1100,86
20181021,1200,1
20181021,1300,21
20181021,1400,31
20181021,1500,63
